SampleID 	Mouse 	Cage	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Colonization630_stat	Treatment_1	Treatment_2	Year
7135D34	7135	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D37	7135	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D44	7135	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7135Dneg15	7135	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7141D00	7141	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D01	7141	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D04	7141	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D07	7141	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D10	7141	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D13	7141	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D16	7141	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D22	7141	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D34	7141	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D37	7141	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D44	7141	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7141Dneg15	7141	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D00	7142	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D01	7142	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D04	7142	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D07	7142	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D10	7142	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D13	7142	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D16	7142	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D22	7142	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D34	7142	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D37	7142	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D44	7142	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7142Dneg15	7142	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D00	7143	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D01	7143	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D04	7143	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D07	7143	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D10	7143	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D13	7143	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D16	7143	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D22	7143	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D28	7143	714	28	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D34	7143	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D37	7143	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D44	7143	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7143Dneg15	7143	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D00	7144	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D01	7144	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D04	7144	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D07	7144	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D10	7144	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D13	7144	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D16	7144	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D22	7144	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D28	7144	714	28	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D34	7144	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D37	7144	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D44	7144	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7144Dneg15	7144	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7151D00	7151	715	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D01	7151	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D04	7151	715	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D07	7151	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D10	7151	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D13	7151	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D16	7151	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D22	7151	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D28	7151	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
